level_0,index,Product Name,Description,Reviewer Name,Review Title,Review,Date,Rating,Verified Purchase,Helpful Votes,compound_df_import,positive_df_import,negative_df_import,neutral_sentiment_df_import,anger_df_import,disgust_df_import,fear_df_import,joy_df_import,neutral_df_import,sadness_df_import,surprise_df_import,compound_df_reviews,positive_df_reviews,negative_df_reviews,neutral_sentiment_df_reviews,anger_df_emotions,disgust_df_emotions,fear_df_emotions,joy_df_emotions,neutral_df_emotions,sadness_df_emotions,surprise_df_emotions
409,409,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",J Davis,Works well,"I’ve tried several brands and this one is not the best at removing adhesives. But it’s my favorite anyway. It may take longer but it doesn’t irritate my skin, doesn’t have a horrible smell, and is reasonably priced.",10/26/2023,5.0,Yes,4,-0.7673,0.084,0.223,0.693,0.0154470289126038,0.7477321624755859,0.0111272064968943,0.0331905931234359,0.1789434403181076,0.0116620128974318,0.0018976508872583,-0.7673,0.084,0.223,0.693,0.015447014011442661,0.7477322816848755,0.011127213947474957,0.033190544694662094,0.17894329130649567,0.011662010103464127,0.0018976512365043163
410,410,Safe n' Simple Adhesive Remover Wipes - 50 Large No-Sting Skin Prep Wipes Medical Skin Adhesive Remover - Adhesive Removing Wipes for Skin - Non-Alcohol,,John C. Roth,Didn't work,Didn't remove glue from my V GO patch which I change every day.,10/29/2024,1.0,Yes,0,0.0,0.0,0.0,1.0,0.0228233337402343,0.0301582515239715,0.0053926883265376,0.0022327494807541,0.8967774510383606,0.0231707226485013,0.0194448567926883,0.0,0.0,0.0,1.0,0.022823333740234375,0.030158236622810364,0.005392685066908598,0.002232747385278344,0.8967774510383606,0.023170707747340202,0.019444825127720833
411,411,Safe n' Simple Adhesive Remover Wipes - 50 Large No-Sting Skin Prep Wipes Medical Skin Adhesive Remover - Adhesive Removing Wipes for Skin - Non-Alcohol,,Debbie Retz-Hoar,Very soft,It's very soft to touch. It might be great for people with appliances that have to be changed and may have irritated skin. I don't use wipes for that type skin applications.I have patches that are changed every 2 days. I'm irritated by adhesives and have problems taking off the patches. They itch my skin so I need heavy duty wipes to remove the adhesive from my patches. These wipes don't work well for the adhesive removing I need. I'm sorry. It was probably my fault for getting the wrong type remover.,10/24/2024,3.0,Yes,0,-0.8889,0.04,0.173,0.787,0.4551508128643036,0.0768483653664588,0.0074812555685639,0.0042114965617656,0.1430639922618866,0.2952272593975067,0.0180167537182569,-0.8889,0.04,0.173,0.787,0.45515111088752747,0.07684822380542755,0.0074812499806284904,0.00421149143949151,0.1430637538433075,0.29522743821144104,0.018016748130321503
412,412,Safe n' Simple Adhesive Remover Wipes - 50 Large No-Sting Skin Prep Wipes Medical Skin Adhesive Remover - Adhesive Removing Wipes for Skin - Non-Alcohol,,Shirley Floyd,"The adhesive doesn't come off real easy,","You have to scrub a lot to get  the adhevisive off, can cause irritation",10/25/2024,3.0,Yes,0,-0.5106,0.0,0.216,0.784,0.5512281656265259,0.0512979477643966,0.0136876162141561,0.0045166700147092,0.2141940891742706,0.1454072147607803,0.0196682196110487,-0.5106,0.0,0.216,0.784,0.5512282252311707,0.05129785090684891,0.013687612488865852,0.004516666289418936,0.2141941785812378,0.1454072892665863,0.01966821774840355
413,413,Safe n' Simple Adhesive Remover Wipes - 50 Large No-Sting Skin Prep Wipes Medical Skin Adhesive Remover - Adhesive Removing Wipes for Skin - Non-Alcohol,,Constance K.,Just An OK Product,"The spray version of adhesive remover works much better and faster. But you are going to pay more for the spray.  This product works but I found I had to go over and over the area to remove the adhesive and that can sometimes cause sensitive skin, especially around a soma bag area.",4/21/2024,3.0,Yes,0,0.09,0.038,0.031,0.931,0.0220516361296176,0.1929808109998703,0.0319662876427173,0.0041646561585366,0.677724301815033,0.0531463995575904,0.0179659090936183,0.09,0.038,0.031,0.931,0.022051608189940453,0.1929808408021927,0.03196628764271736,0.004164658021181822,0.677724301815033,0.0531463623046875,0.017965905368328094
414,414,Safe n' Simple Adhesive Remover Wipes - 50 Large No-Sting Skin Prep Wipes Medical Skin Adhesive Remover - Adhesive Removing Wipes for Skin - Non-Alcohol,,Momof2,Not as good as I expected,This product was not as I expected. It took a great deal of rubbing to get the marks off of my hormone patch. I received some samples of another brand but thought I would try this one. It did not do as good of a job as my sample. I don’t think that I’ll but it again!,3/4/2024,3.0,Yes,2,-0.2146,0.046,0.062,0.892,0.0817150101065635,0.1463744342327118,0.0128413122147321,0.01243416685611,0.1754219979047775,0.063629001379013,0.5075840353965759,-0.2146,0.046,0.062,0.892,0.08171509206295013,0.1463746726512909,0.012841295450925827,0.012434160336852074,0.1754218488931656,0.06362909823656082,0.5075838565826416
415,415,Safe n' Simple Adhesive Remover Wipes - 50 Large No-Sting Skin Prep Wipes Medical Skin Adhesive Remover - Adhesive Removing Wipes for Skin - Non-Alcohol,,Alan J. Lofton,They didn't do much,Rubbing alcohol seemed to work better. These didn't do much. Maybe I got a dud pack.,5/6/2024,3.0,Yes,0,0.2263,0.172,0.118,0.71,0.0087844925001263,0.0849164053797721,0.0043219081126153,0.0064949784427881,0.8681648969650269,0.0157684907317161,0.0115487920120358,0.2263,0.172,0.118,0.71,0.00878447201102972,0.08491634577512741,0.0043219043873250484,0.006494960747659206,0.8681650161743164,0.01576847769320011,0.011548788286745548
416,416,Safe n' Simple Adhesive Remover Wipes - 50 Large No-Sting Skin Prep Wipes Medical Skin Adhesive Remover - Adhesive Removing Wipes for Skin - Non-Alcohol,,Shawna A.,Requires multiple wipes to remove adhesive,"I have an ostomy, so I rely on advise adhesive to remove the bags when they need charging.These did work, but slowly and it took a lot of work to get it to the point where the adhesive wasn't sticking to my skin.They were cheaper than a lot of the competition, so while I was without insurance I tried them. Unfortunately they just aren't as strong as my usual brand.",11/11/2023,3.0,Yes,3,-0.7686,0.0,0.097,0.903,0.0057872659526765,0.0134622668847441,0.0103022288531064,0.0061653475277125,0.8781406283378601,0.0579393878579139,0.0282027870416641,-0.7686,0.0,0.097,0.903,0.005787270609289408,0.01346228551119566,0.010302238166332245,0.006165340542793274,0.8781405687332153,0.05793949216604233,0.028202779591083527
417,417,Safe n' Simple Adhesive Remover Wipes - 50 Large No-Sting Skin Prep Wipes Medical Skin Adhesive Remover - Adhesive Removing Wipes for Skin - Non-Alcohol,,michele,Adhesive remover,This didn’t seem to be very strong and would take several wipes instead of just one wipe.,3/31/2024,3.0,Yes,0,0.5563,0.183,0.0,0.817,0.0042969761416316,0.0145053807646036,0.0018500719452276,0.0017596998950466,0.9395848512649536,0.0082934759557247,0.0297096408903598,0.5563,0.183,0.0,0.817,0.004296975675970316,0.014505385421216488,0.0018500726437196136,0.0017597012920305133,0.9395847320556641,0.00829347874969244,0.02970966324210167
418,418,Safe n' Simple Adhesive Remover Wipes - 50 Large No-Sting Skin Prep Wipes Medical Skin Adhesive Remover - Adhesive Removing Wipes for Skin - Non-Alcohol,,David Frank Wasserboehr,Safe n' Simple Adhesive Remover Wipes dont work very well,These wipes take a lot of elbow grease to be effective!,8/30/2024,2.0,Yes,0,0.5255,0.274,0.0,0.726,0.0844834968447685,0.4039136171340942,0.0229658260941505,0.0050766486674547,0.3338230550289154,0.1228823736310005,0.0268550589680671,0.5255,0.274,0.0,0.726,0.0844835489988327,0.4039131999015808,0.022965814918279648,0.005076647736132145,0.33382344245910645,0.12288228422403336,0.026855044066905975
419,419,Safe n' Simple Adhesive Remover Wipes - 50 Large No-Sting Skin Prep Wipes Medical Skin Adhesive Remover - Adhesive Removing Wipes for Skin - Non-Alcohol,,Zudimi,No me despega el pegamento residual,"A pesar que lo pedí sin alcohol pensé que iba a retirar fácilmente el residuo de pegamento, pero no",7/18/2024,2.0,Yes,0,-0.7003,0.0,0.279,0.721,0.1874823421239853,0.4319066405296325,0.1790134012699127,0.0211440175771713,0.1144450679421424,0.0562307424843311,0.0097778085619211,-0.7003,0.0,0.279,0.721,0.18748247623443604,0.4319067597389221,0.1790132075548172,0.02114400453865528,0.11444516479969025,0.05623073875904083,0.00977779645472765
420,420,Safe n' Simple Adhesive Remover Wipes - 50 Large No-Sting Skin Prep Wipes Medical Skin Adhesive Remover - Adhesive Removing Wipes for Skin - Non-Alcohol,,Bonnie Mascari,THIS IS NOT A RESEALABLE PACKAGE!,Product description says the package is resealable but it is not.. It doesn't even have the Safe n Simple logo on the front.  It is a plain white package that had to be cut open.  Who knows where the contents were and how they were handled.  I will be returning them for safety reasons.,10/21/2024,1.0,Yes,0,0.7096,0.13,0.046,0.825,0.016575451940298,0.0201493762433528,0.015313621610403,0.0065881120972335,0.7371134161949158,0.0957930013537406,0.1084670051932334,0.7096,0.13,0.046,0.825,0.016575461253523827,0.020149381831288338,0.015313602052628994,0.006588113959878683,0.7371135950088501,0.09579286724328995,0.1084669902920723
421,421,Safe n' Simple Adhesive Remover Wipes - 50 Large No-Sting Skin Prep Wipes Medical Skin Adhesive Remover - Adhesive Removing Wipes for Skin - Non-Alcohol,,N C Slater,Not as effective as expected,I purchased this to aid in removal of adhesive of ostomy bag. Discovered that it does not work as well as expected and had to used numerous wipes and still ended up removing some skin with the adhesive because it didn't release the adhesive very well.,8/18/2023,3.0,Yes,0,-0.3875,0.0,0.078,0.922,0.0257153883576393,0.2410447001457214,0.0240161418914794,0.0045355395413935,0.4773109853267669,0.1880509555339813,0.0393262952566146,-0.3875,0.0,0.078,0.922,0.025715382769703865,0.24104495346546173,0.024016141891479492,0.004535537213087082,0.47731077671051025,0.18805092573165894,0.03932620957493782
